nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
timothy YOUNG;84;AAILNDIA;MA;52234680239;01809827179405;True;True
vincent ELLISON;84;ABADIADOSDOURADOS;MG;23138716148;57967099781939;True;True
victoria HART;34;GUACLARA;MS;68333198716;66279437671167;True;True
dawn MOODY;76;ACORIZAL;MT;36564064217;85600787363490;True;True
christopher TATE;20;ABAETETUBA;PA;71811261213;76097701929984;True;True
marvin NEAL;33;GUABRANCA;PB;79590259405;23113944193033;True;True
justin RUSSELL;46;ABREUELIMA;PE;97832504005;22315007475320;True;True
victoria SPARKS;49;ACAU;PI;69987522700;84202778191505;True;True
eric BROWN;26;ABATI;PR;05266445912;68098656721105;True;True
heather MERCADO;24;ANGRADOSREIS;RJ;13726095802;97629857835012;True;True
andrew FREY;20;ACARI;RN;62696952442;32965747523602;True;True
timothy GILL;22;ALTAFLORESTADOESTE;RO;09919690147;57498522953880;True;True
lisa FOX;34;AMAJARI;RR;74770388470;08733437696183;True;True
michelle MITCHELL;43;ACEGU;RS;12440733695;35076829519140;True;True
aaron MARTIN;88;ABDONBATISTA;SC;37066464206;16271986836566;True;True
cathy ESTRADA;54;AMPARODESOFRANCISCO;SE;65287222181;98598530655940;True;True
phillip WEAVER;64;ADAMANTINA;SP;00161207871;05648300407475;True;True
kelli MARTINEZ;69;ABREULNDIA;TO;41905401531;83450493711028;True;True
stephanie WILSON;72;ACRELNDIA;AC;05722760102;35935813874638;True;True
alexis CROSBY;44;GUABRANCA;AL;33873905302;61055616277970;True;True
lucas HENDRICKS;83;ALVARES;AM;73264551390;32852602052473;True;True
kevin CUNNINGHAM;25;SERRADONAVIO;AP;81020120800;31810222570706;True;True
zachary HERNANDEZ;66;ABARA;BA;38390553422;82312606380795;True;True
holly DAVIS;21;ABAIARA;CE;77545721330;01184254638417;True;True
amanda MILLER;29;Braslia;DF;98923278459;52870916678070;True;True
tara TORRES;88;AFONSOCLUDIO;ES;97940984268;82909940431147;True;True
kristen SMITH;86;ABADIADEGOIS;GO;30896036910;49402025833404;True;True
tammy PHILLIPS;62;AAILNDIA;MA;59133564469;14648334445549;True;True
nathan WILSON;26;ABADIADOSDOURADOS;MG;18514447858;55357670937811;True;True
laura HALEY;40;GUACLARA;MS;13536045600;23422012971547;True;True
julie ZUNIGA;74;ACORIZAL;MT;43632267227;03156047757068;True;True
cameron BROWN;84;ABAETETUBA;PA;29882019358;09682952365547;True;True
cody OSBORNE;61;GUABRANCA;PB;64811814614;52487201399070;True;True
dawn MARTIN;20;ABREUELIMA;PE;39370972951;40284991325666;True;True
justin JOHNSTON;88;ACAU;PI;17186717330;52431384264505;True;True
joseph DANIELS;67;ABATI;PR;76403817205;82177932310879;True;True
sherry FISCHER;87;ANGRADOSREIS;RJ;48049775038;56282093682398;True;True
emily WALKER;54;ACARI;RN;62661354859;14744776949716;True;True
sarah LUTZ;84;ALTAFLORESTADOESTE;RO;56570359410;74706344629918;True;True
dalton PENNINGTON;63;AMAJARI;RR;47935566470;01070912466649;True;True
lauren WALLER;64;ACEGU;RS;11681647451;55847628908943;True;True
katie CHRISTENSEN;52;ABDONBATISTA;SC;50965658236;64078299041889;True;True
brenda THOMAS;41;AMPARODESOFRANCISCO;SE;72799355838;98644243746134;True;True
francisco ROBERTS;52;ADAMANTINA;SP;54836645158;89592141861222;True;True
christopher STEELE;36;ABREULNDIA;TO;46368906200;52784909677084;True;True
megan STEWART;35;ACRELNDIA;AC;33599818207;70162042681977;True;True
colleen COOK;67;GUABRANCA;AL;40855505516;79360387583908;True;True
stephanie EVANS;38;ALVARES;AM;18093240330;39541846909113;True;True
tyler WOLF;87;SERRADONAVIO;AP;81875541500;43376746533784;True;True
steven GONZALES;75;ABARA;BA;63874389260;07518049906618;True;True
robert FRANKLIN;49;ABAIARA;CE;27920822165;89690841156270;True;True
justin ROBERTS;22;Braslia;DF;64152065915;92843917306682;True;True
patrick MILES;28;AFONSOCLUDIO;ES;54889486518;83794877469852;True;True
wesley MYERS;58;ABADIADEGOIS;GO;17367916050;40724232417873;True;True
craig JONES;57;AAILNDIA;MA;56178703511;94005358475345;True;True
jennifer JONES;24;ABADIADOSDOURADOS;MG;46960576660;66493508280600;True;True
dale CLARK;34;GUACLARA;MS;12620970024;03726086389666;True;True
anthony STARK;38;ACORIZAL;MT;48098760200;21090178695530;True;True
jose WEBB;48;ABAETETUBA;PA;34291725604;88540229967222;True;True
margaret HEATH;75;GUABRANCA;PB;06903682910;93762289217140;True;True
amy MARTIN;44;ABREUELIMA;PE;85006959860;51275729042700;True;True
william VEGA;73;ACAU;PI;40093047827;86111835668631;True;True
brent WILLIAMS;72;ABATI;PR;99705039011;47928881102095;True;True
stephen WELCH;34;ANGRADOSREIS;RJ;38975719510;59784377959356;True;True
jeffery FOX;83;ACARI;RN;21408637049;15315592692905;True;True
jeffrey HENSON;52;ALTAFLORESTADOESTE;RO;30157350207;89760534039506;True;True
nicole RUIZ;78;AMAJARI;RR;58723530650;39474659635790;True;True
jessica SILVA;65;ACEGU;RS;88185947376;79242797090915;True;True
todd LEON;38;ABDONBATISTA;SC;40548831092;01949673381108;True;True
angie DODSON;32;AMPARODESOFRANCISCO;SE;50040366405;17254404356049;True;True
eric JENKINS;62;ADAMANTINA;SP;37126565992;73059691148404;True;True
allen REED;22;ABREULNDIA;TO;15897780145;71558814250034;True;True
darren PATEL;29;ACRELNDIA;AC;90156126761;99199752734747;True;True
christina HUBBARD;26;GUABRANCA;AL;32695651864;63186861554962;True;True
tonya NICHOLSON;63;ALVARES;AM;91504908180;80023577657700;True;True
crystal WHEELER;62;SERRADONAVIO;AP;29787952395;37447431447946;True;True
billy PRICE;79;ABARA;BA;57184773705;04053745218396;True;True
amanda FLORES;78;ABAIARA;CE;63894544228;43212970177411;True;True
dana GUERRERO;63;Braslia;DF;10145208273;55867753024707;True;True
scott PADILLA;74;AFONSOCLUDIO;ES;83196288307;97091844311475;True;True
jennifer SHELTON;20;ABADIADEGOIS;GO;64905932629;74342091474645;True;True
chad GREEN;49;AAILNDIA;MA;22304372082;90852103456494;True;True
matthew STANTON;46;ABADIADOSDOURADOS;MG;63766358650;60655487798298;True;True
robert TRAN;55;GUACLARA;MS;03310432971;50829049524706;True;True
brian GUTIERREZ;68;ACORIZAL;MT;39839755420;36244248664302;True;True
morgan HERNANDEZ;65;ABAETETUBA;PA;95306547745;92791216961424;True;True
christopher MURPHY;67;GUABRANCA;PB;53453356802;70046608099597;True;True
tammy MARTINEZ;19;ABREUELIMA;PE;51020093897;39871024612947;True;True
nathan DENNIS;57;ACAU;PI;58207169060;94857912276204;True;True
thomas GEORGE;51;ABATI;PR;74216243177;44600398051087;True;True
courtney WILLIAMS;48;ANGRADOSREIS;RJ;12075575444;67577049352968;True;True
john MARTINEZ;41;ACARI;RN;06670713932;62169670394540;True;True
roy AVILA;61;ALTAFLORESTADOESTE;RO;73520359820;72526391962882;True;True
stephanie HOLLAND;67;AMAJARI;RR;42215213680;22687906409300;True;True
kimberly KING;73;ACEGU;RS;59711289229;12585156797042;True;True
kelly HAWKINS;56;ABDONBATISTA;SC;28829090980;64614654393904;True;True
alexa WATSON;79;AMPARODESOFRANCISCO;SE;01668808846;33673462574052;True;True
marc MILLER;63;ADAMANTINA;SP;25005337270;27584749094494;True;True
stephen COOK;51;ABREULNDIA;TO;33551667403;97610568740798;True;True
jill CANNON;36;ACRELNDIA;AC;77412661795;60263364656415;True;True
amanda MARTINEZ;40;GUABRANCA;AL;86439131893;49098305066275;True;True
ellen MCCARTHY;80;ALVARES;AM;45836444269;22460917449486;True;True
nicholas NORRIS;57;SERRADONAVIO;AP;21240629800;89312709227939;True;True
rebecca CHAVEZ;77;ABARA;BA;15528054419;88954378095370;True;True
michael RAMIREZ;23;ABAIARA;CE;13957409764;54097858588703;True;True
jeremy KEITH;28;Braslia;DF;55862383492;48855496968599;True;True
helen AGUILAR;84;AFONSOCLUDIO;ES;54305407655;01408426001466;True;True
renee GONZALEZ;41;ABADIADEGOIS;GO;32218450577;54922976001708;True;True
jessica TREVINO;73;AAILNDIA;MA;42946130096;80310349414567;True;True
patrick JOHNSON;46;ABADIADOSDOURADOS;MG;63118541717;39437957527494;True;True
david THOMPSON;72;GUACLARA;MS;41832931978;48032559743181;True;True
lauren WONG;40;ACORIZAL;MT;93216445399;56383323170916;True;True
kristen CRAWFORD;57;ABAETETUBA;PA;43158073706;32732143465063;True;True
nathan JOHNSON;67;GUABRANCA;PB;78939525710;44077643591476;True;True
ashley ROBINSON;89;ABREUELIMA;PE;00011273658;17650382405932;True;True
madison HARRIS;68;ACAU;PI;42903460060;77456018778993;True;True
paul LEE;21;ABATI;PR;38105548801;99060072251941;True;True
diana NICHOLS;36;ANGRADOSREIS;RJ;73750162590;27734098639486;True;True
dawn ADAMS;71;ACARI;RN;38642047984;32419601689381;True;True
alexis BRANCH;49;ALTAFLORESTADOESTE;RO;72519503912;08299530244220;True;True
billy YATES;87;AMAJARI;RR;81119694574;39677044448731;True;True
jennifer MCCARTHY;82;ACEGU;RS;75512638882;16559252281348;True;True
angela COSTA;50;ABDONBATISTA;SC;31910757470;84092073011932;True;True
david WATTS;69;AMPARODESOFRANCISCO;SE;77191254106;88271661791809;True;True
andrea AGUILAR;50;ADAMANTINA;SP;83536106633;34092820022141;True;True
paula CARTER;42;ABREULNDIA;TO;72834817456;97541231045830;True;True
michael JOHNSTON;69;ACRELNDIA;AC;73645769595;09470342160007;True;True
brett PRUITT;84;GUABRANCA;AL;12186181320;99192630644061;True;True
bernard ESPINOZA;79;ALVARES;AM;46072903274;62761189411818;True;True
ashley HENDERSON;77;SERRADONAVIO;AP;50005574412;70146722395562;True;True
angie MORRISON;28;ABARA;BA;80411845969;48115029022203;True;True
adam RODRIGUEZ;20;ABAIARA;CE;41102415537;52267691125217;True;True
toni MEJIA;86;Braslia;DF;05568881030;87187220518765;True;True
daniel PIERCE;45;AFONSOCLUDIO;ES;82407729943;31705487114226;True;True
sandra GRIFFITH;70;ABADIADEGOIS;GO;90674042760;40738618392661;True;True
jasmine LESTER;50;AAILNDIA;MA;34149189781;58540515435217;True;True
marie KING;36;ABADIADOSDOURADOS;MG;08583559651;19851293341647;True;True
brandon WILLIAMS;79;GUACLARA;MS;27818304967;97507546054348;True;True
gary NEWMAN;90;ACORIZAL;MT;90298895196;15179456710267;True;True
christina RIVERA;33;ABAETETUBA;PA;08207709308;46411186852764;True;True
douglas BURNETT;77;GUABRANCA;PB;63777308293;16815695692654;True;True
stacey SHARP;54;ABREUELIMA;PE;22763528171;62611375274946;True;True
david MAXWELL;53;ACAU;PI;91812717008;55823637186842;True;True
justin PHILLIPS;88;ABATI;PR;70102353336;40311364872996;True;True
melissa NGUYEN;20;ANGRADOSREIS;RJ;28717776406;47802346339000;True;True
susan BRYANT;77;ACARI;RN;32893738354;84074617657280;True;True
evelyn CERVANTES;47;ALTAFLORESTADOESTE;RO;73111666409;67155663446081;True;True
jamie JONES;42;AMAJARI;RR;14012113054;02005216094137;True;True
sandra YOUNG;87;ACEGU;RS;50394992059;98233446067907;True;True
lorraine RYAN;31;ABDONBATISTA;SC;77815850545;95912153552823;True;True
david LOZANO;36;AMPARODESOFRANCISCO;SE;11428699627;71175973899501;True;True
caleb STANLEY;42;ADAMANTINA;SP;23315433801;64619169043507;True;True
nicholas KIM;65;ABREULNDIA;TO;82851824015;23269265869329;True;True
jeff MOODY;89;ACRELNDIA;AC;16558881373;66908782671112;True;True
eric GARCIA;72;GUABRANCA;AL;04460618672;47881919527101;True;True
brandon WEBER;52;ALVARES;AM;91662549490;37124245634571;True;True
jennifer COLE;84;SERRADONAVIO;AP;57864627145;55286287895041;True;True
sandra BROWN;50;ABARA;BA;28532575412;34708544976954;True;True
gina WALLACE;46;ABAIARA;CE;86266127962;26958171389493;True;True
courtney JENKINS;79;Braslia;DF;56229796333;77414771414809;True;True
tammy BARAJAS;21;AFONSOCLUDIO;ES;31853013820;93286721844763;True;True
deanna WALLACE;29;ABADIADEGOIS;GO;86512938011;88298015102630;True;True
tyler GONZALEZ;26;AAILNDIA;MA;00870556355;61816310796750;True;True
michael HERNANDEZ;59;ABADIADOSDOURADOS;MG;62698126078;75483781424906;True;True
jacqueline PEREZ;32;GUACLARA;MS;05334052038;00911172177203;True;True
kathy GREEN;19;ACORIZAL;MT;83771109469;98874868666598;True;True
dwayne BROWN;50;ABAETETUBA;PA;11294908669;02831075231702;True;True
alicia STOKES;37;GUABRANCA;PB;02194374167;07758747493671;True;True
jacqueline SAVAGE;22;ABREUELIMA;PE;51459496426;96393311802039;True;True
misty MARTIN;69;ACAU;PI;49816375605;55355024785616;True;True
mary LINDSEY;32;ABATI;PR;29751408784;16515123921276;True;True
brian JONES;65;ANGRADOSREIS;RJ;96132436316;23668936093938;True;True
victoria CLARK;69;ACARI;RN;92602959553;80513193323630;True;True
michael JEFFERSON;21;ALTAFLORESTADOESTE;RO;42035127432;50169173362016;True;True
erica MEYERS;61;AMAJARI;RR;51451352387;74385379061351;True;True
bradley WELLS;25;ACEGU;RS;43788930020;60397795180100;True;True
catherine QUINN;47;ABDONBATISTA;SC;91231532459;07380571258234;True;True
amy BROWN;61;AMPARODESOFRANCISCO;SE;14247490001;13597814566354;True;True
edwin HAMMOND;68;ADAMANTINA;SP;13543098209;22241621634450;True;True
kathleen WHEELER;84;ABREULNDIA;TO;92060016711;29584780873220;True;True
sarah DIAZ;23;ACRELNDIA;AC;91560235373;69131170939653;True;True
james HARRIS;51;GUABRANCA;AL;26826634279;10437711295556;True;True
katherine COHEN;20;ALVARES;AM;38346027109;57263251156941;True;True
wesley ROBINSON;36;SERRADONAVIO;AP;31273502523;80037943792989;True;True
jason TAYLOR;44;ABARA;BA;27208616000;67446851537455;True;True
melissa HENSLEY;44;ABAIARA;CE;75058897709;59603120378030;True;True
audrey BENNETT;82;Braslia;DF;65062969417;98151228618075;True;True
cindy DAUGHERTY;22;AFONSOCLUDIO;ES;95291813377;91232236609197;True;True
edward JORDAN;72;ABADIADEGOIS;GO;61603340777;08450587083501;True;True
allen MCKAY;74;AAILNDIA;MA;32596888467;81894168533171;True;True
stephanie KING;85;ABADIADOSDOURADOS;MG;86067182203;35180377921810;True;True
christopher PRICE;42;GUACLARA;MS;62301557103;13154229614023;True;True
ronald JOHNSON;63;ACORIZAL;MT;71652054898;95589373096919;True;True
gabrielle STEELE;38;ABAETETUBA;PA;32384178784;47797244277331;True;True
mark BAKER;78;GUABRANCA;PB;38201384555;48447436990117;True;True
holly EDWARDS;85;ABREUELIMA;PE;22707024252;69256407298902;True;True
patricia GRAY;71;ACAU;PI;44875317484;08799547820337;True;True
heather COBB;72;ABATI;PR;75598358999;79347274368303;True;True
raymond LITTLE;58;ANGRADOSREIS;RJ;65494874125;78160329660972;True;True
abigail BROWN;75;ACARI;RN;36634300810;23995279106423;True;True
stephen TURNER;81;ALTAFLORESTADOESTE;RO;68519774946;21006688342233;True;True
amy STOKES;25;AMAJARI;RR;56158438960;65684092105991;True;True
peter MCCULLOUGH;84;ACEGU;RS;20393493598;72946179314015;True;True
cindy MCKENZIE;45;ABDONBATISTA;SC;25726570154;64592650298465;True;True
dana RIVERA;31;AMPARODESOFRANCISCO;SE;13606264500;65095496109341;True;True
teresa THOMAS;36;ADAMANTINA;SP;79781578149;29953197186919;True;True
shelley REESE;35;ABREULNDIA;TO;10259779474;80284044513429;True;True
steven CLARK;38;ACRELNDIA;AC;18692288047;06874210403044;True;True
james HILL;64;GUABRANCA;AL;54224509490;15442722067081;True;True
alexander WILLIAMS;47;ALVARES;AM;36960864607;82043126120197;True;True
kyle EVANS;62;SERRADONAVIO;AP;47775660562;01197950089340;True;True
russell TURNER;71;ABARA;BA;84277622402;76097316393085;True;True
tony HUGHES;48;ABAIARA;CE;79319156409;81794155227860;True;True
jeffrey GONZALEZ;47;Braslia;DF;60546335110;57008200292800;True;True
yolanda GARNER;41;AFONSOCLUDIO;ES;37607225633;29870016283414;True;True
dominic WILLIAMS;50;ABADIADEGOIS;GO;23329603259;20985788175705;True;True
jennifer GLOVER;66;AAILNDIA;MA;05097100263;26891560798454;True;True
ashley RUSSELL;58;ABADIADOSDOURADOS;MG;77717362112;57642963372321;True;True
steve FLORES;90;GUACLARA;MS;17335562902;07364064809963;True;True
heather SMITH;86;ACORIZAL;MT;06392963863;66851607954278;True;True
rebecca RUIZ;90;ABAETETUBA;PA;00332341321;61117862110290;True;True
mindy LUNA;23;GUABRANCA;PB;12867120683;84033978676402;True;True
elaine CLARK;80;ABREUELIMA;PE;16890591925;62503123111352;True;True
sharon KNIGHT;79;ACAU;PI;45851675527;13926789856818;True;True
rachel KEITH;33;ABATI;PR;58203483704;21472165115030;True;True
roger KENNEDY;72;ANGRADOSREIS;RJ;23260811613;61303101610978;True;True
matthew EVANS;21;ACARI;RN;03577224185;66703231859936;True;True
michael MONROE;67;ALTAFLORESTADOESTE;RO;68496017680;46636915741105;True;True
anthony RODRIGUEZ;58;AMAJARI;RR;45410974352;61928513891560;True;True
anita FAULKNER;71;ACEGU;RS;06654977254;06975423568495;True;True
michael HARRIS;21;ABDONBATISTA;SC;46685989769;62054521028784;True;True
amber STRICKLAND;69;AMPARODESOFRANCISCO;SE;95157879474;32114988785758;True;True
jacqueline RAMIREZ;81;ADAMANTINA;SP;58566019636;97000731565869;True;True
jade NORRIS;75;ABREULNDIA;TO;94739188015;10719953554228;True;True
jeremy PATTERSON;31;ACRELNDIA;AC;78423369382;16188610853098;True;True
james MARTINEZ;41;GUABRANCA;AL;90883493985;83151043444168;True;True
paul CASTILLO;62;ALVARES;AM;92473715700;32793076166421;True;True
valerie PETERSON;76;SERRADONAVIO;AP;96887338491;37409665414642;True;True
tyler RITTER;29;ABARA;BA;05113324752;14573599140171;True;True
lisa HOPKINS;77;ABAIARA;CE;18375463205;26517893881668;True;True
scott STONE;29;Braslia;DF;89775277329;44100780721361;True;True
william CASTILLO;64;AFONSOCLUDIO;ES;83179604638;33152326845657;True;True
joyce LEE;55;ABADIADEGOIS;GO;80558024408;20896980611479;True;True
kaylee HOFFMAN;24;AAILNDIA;MA;11737161303;92855076485455;True;True
frederick HURST;38;ABADIADOSDOURADOS;MG;44438874742;74727576131539;True;True
denise LIU;60;GUACLARA;MS;01908051531;39662869586743;True;True
joe HANSON;76;ACORIZAL;MT;98388936174;30928988648858;True;True
jessica WHITE;46;ABAETETUBA;PA;54894370492;19959372165509;True;True
tom CLARKE;89;GUABRANCA;PB;84838514662;59093820910254;True;True
gabriel WATSON;74;ABREUELIMA;PE;11220781886;04718759261120;True;True
michael PEREZ;57;ACAU;PI;38757137374;99318586203208;True;True
james LEE;29;ABATI;PR;15433367282;18805726858366;True;True
brian JOHNSON;82;ANGRADOSREIS;RJ;98183248462;67783250910929;True;True
erik MARTIN;68;ACARI;RN;88337673109;06747995660658;True;True
eric WILLIAMS;81;ALTAFLORESTADOESTE;RO;81047553074;05711163339020;True;True
john ORTEGA;56;AMAJARI;RR;30612893642;40708941217009;True;True
kelly MCCARTY;27;ACEGU;RS;85991262705;32136473063613;True;True
raymond MARTINEZ;44;ABDONBATISTA;SC;84503138995;53642869929847;True;True
chad WOLFE;70;AMPARODESOFRANCISCO;SE;07564497742;00567542963640;True;True
kevin HARRIS;89;ADAMANTINA;SP;92706994126;73445992548814;True;True
victoria WEBSTER;51;ABREULNDIA;TO;19140709760;74401034031607;True;True
jennifer CHAVEZ;68;ACRELNDIA;AC;83311911296;31768085653732;True;True
rebecca MCKENZIE;89;GUABRANCA;AL;35247171365;08838610363133;True;True
tina OLSON;40;ALVARES;AM;61102125717;80239158761949;True;True
christopher ALVARADO;57;SERRADONAVIO;AP;91170590624;69932110252162;True;True
ashley GRIFFIN;67;ABARA;BA;91679401025;03452634094135;True;True
julie MOON;52;ABAIARA;CE;41108944680;17360876261611;True;True
alan BULLOCK;70;Braslia;DF;81466190108;72402025806526;True;True
antonio SMITH;65;AFONSOCLUDIO;ES;51603616268;98485195866672;True;True
heidi HARTMAN;43;ABADIADEGOIS;GO;69200996671;10893424115080;True;True
pamela DURHAM;31;AAILNDIA;MA;28290702400;14039381162704;True;True
stephanie AUSTIN;65;ABADIADOSDOURADOS;MG;91160277281;93475637559910;True;True
christine NORMAN;69;GUACLARA;MS;06480315510;08105592444776;True;True
david COLLINS;62;ACORIZAL;MT;79990964238;65041624102019;True;True
eric BLACK;58;ABAETETUBA;PA;25956810793;34483446205455;True;True
jonathan BOWEN;35;GUABRANCA;PB;20839549474;86079732507620;True;True
jody BAKER;63;ABREUELIMA;PE;25271535266;66393563838964;True;True
michelle BROWNING;32;ACAU;PI;86769224623;94152619877660;True;True
nathan CAMPBELL;80;ABATI;PR;10441366694;69324595499930;True;True
stacy YATES;51;ANGRADOSREIS;RJ;82992333727;41379685774128;True;True
katelyn ARMSTRONG;42;ACARI;RN;67345848108;79781071645251;True;True
brianna BUCKLEY;52;ALTAFLORESTADOESTE;RO;09620803906;06310527783373;True;True
jonathan DAVIS;31;AMAJARI;RR;75646240948;13571255926539;True;True
shannon EVANS;49;ACEGU;RS;89271125479;05523103932427;True;True
michael SHAW;51;ABDONBATISTA;SC;61739824555;97685648042932;True;True
david JOHNSON;57;AMPARODESOFRANCISCO;SE;69337876728;57180693182925;True;True
heidi GONZALES;53;ADAMANTINA;SP;11345923023;36701501382169;True;True
steven LEON;74;ABREULNDIA;TO;71010984950;32438732811390;True;True
